run,prediction_path,prediction_line,prediction_id,ground_truth_found,question,pred_answer,prediction_time_taken,ground_truth_id,ground_truth_qtype,ground_truth_tags,ground_truth_answer,answer_token_precision,answer_token_recall,answer_token_f1,gt_entity_total,gt_entity_covered,gt_entity_coverage,missing_gt_entities,bertscore_precision,bertscore_recall,bertscore_f1,llm_completeness,llm_faithfulness,llm_relevance,llm_understanderbility,nli_entailment_max,nli_pairs_scored,nli_best_premise,nli_best_hypothesis,numeric_ground_truth_count,numeric_predicted_count,numeric_accuracy
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,98,gt_97,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 ?
",The provided knowledge graph does not contain information detailing the specific number of outputs for the Output port for kg_info in the execution identified as http://testwebsite/testProgram#id_20260420105717_370.,20.200245055020787,gt_97,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105717_899-kg_info
    ",0.59375,0.5757575757575758,0.5846153846153846,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105717_899-kg_info""]",0.8528701066970825,0.8905159831047058,0.8712866306304932,0.0,0.0,0.8,0.9,0.6031495928764343,1,The provided knowledge graph does not contain information detailing the specific number of outputs for the Output port for kg_info in the execution identified as http://testwebsite/testProgram#id_20260420105717_370.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105717_899-kg_info",1,,0.0
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,99,gt_98,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105719_327 ?
",The provided knowledge graph does not contain an explicit count specifying the number of outputs for the Output port for kg_info associated with the execution http://testwebsite/testProgram#id_20260420105719_327.,60.37035212002229,gt_98,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105719_327 is 2

    Output Data
http://testwebsite/testProgram#Data-id_20260420105719_258-kg_info
http://testwebsite/testProgram#Data-id_20260420105719_416-kg_info
    ",0.5625,0.42857142857142855,0.4864864864864864,2,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105719_258-kg_info"", ""http://testwebsite/testProgram#Data-id_20260420105719_416-kg_info""]",0.8423181772232056,0.8690094351768494,0.8554556965827942,0.0,0.0,0.8,0.9,0.5867047309875488,1,The provided knowledge graph does not contain an explicit count specifying the number of outputs for the Output port for kg_info associated with the execution http://testwebsite/testProgram#id_20260420105719_327.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105719_327 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105719_327 is 2 Output Data http://testwebsite/testProgram#Data-id_20260420105719_258-kg_info http://testwebsite/testProgram#Data-id_20260420105719_416-kg_info",2,,0.0
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,100,gt_99,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105722_117 ?
",The provided knowledge graph does not contain information specifying the number of outputs for the Output port for kg_info from the execution identified by http://testwebsite/testProgram#id_20260420105722_117.,29.411327960900962,gt_99,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105722_117 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105722_181-kg_info
    ",0.5806451612903226,0.5454545454545454,0.5625,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105722_181-kg_info""]",0.8399636745452881,0.889369547367096,0.8639609217643738,0.0,0.0,0.8,0.9,0.4459381103515625,1,The provided knowledge graph does not contain information specifying the number of outputs for the Output port for kg_info from the execution identified by http://testwebsite/testProgram#id_20260420105722_117.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105722_117 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105722_117 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105722_181-kg_info",1,,0.0
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,101,gt_100,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105723_114 ?
","The graph indicates one generation event for the execution associated with http://testwebsite/testProgram#id_20260420105723_114, which suggests at least one output result.",35.541696816915646,gt_100,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105723_114 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105723_261-kg_info
    ",0.4583333333333333,0.3333333333333333,0.38596491228070173,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105723_261-kg_info""]",0.8277626633644104,0.8709875345230103,0.8488251566886902,0.5,0.8,0.9,0.7,0.4348408877849579,1,"The graph indicates one generation event for the execution associated with http://testwebsite/testProgram#id_20260420105723_114, which suggests at least one output result.","Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105723_114 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105723_114 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105723_261-kg_info",1,,0.0
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,102,gt_101,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105727_300 ?
",The provided knowledge graph shows one connection originating from the Output port for kg_info in the execution identified by http://testwebsite/testProgram#id_20260420105727_300.,29.812125514959916,gt_101,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105727_300 is 2

    Output Data
http://testwebsite/testProgram#Data-id_20260420105727_306-kg_info
http://testwebsite/testProgram#Data-id_20260420105727_801-kg_info
    ",0.6153846153846154,0.38095238095238093,0.47058823529411764,2,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105727_306-kg_info"", ""http://testwebsite/testProgram#Data-id_20260420105727_801-kg_info""]",0.8168995976448059,0.8519211411476135,0.8340429067611694,0.5,0.2,0.8,0.7,0.4549848735332489,1,The provided knowledge graph shows one connection originating from the Output port for kg_info in the execution identified by http://testwebsite/testProgram#id_20260420105727_300.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105727_300 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105727_300 is 2 Output Data http://testwebsite/testProgram#Data-id_20260420105727_306-kg_info http://testwebsite/testProgram#Data-id_20260420105727_801-kg_info",2,,0.0
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,103,gt_102,True,"
what is the number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 ?
",There is one documented output associated with the LLM Chat output port: generated_answer for the execution http://testwebsite/testProgram#id_20260420105659_302.,34.38427365699317,gt_102,"[""multi"", ""numeric""]",{},"
    The number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105659_338-generated_answer
    ",0.782608695652174,0.5294117647058824,0.631578947368421,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105659_338-generated_answer""]",0.8454128503799438,0.8853896260261536,0.8649395704269409,0.8,0.9,0.95,0.7,0.512201726436615,1,There is one documented output associated with the LLM Chat output port: generated_answer for the execution http://testwebsite/testProgram#id_20260420105659_302.,"Question: what is the number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 ?
Answer: The number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105659_338-generated_answer",1,,0.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,1,gt_0,True,"
How many unique ""experiment execution"" are there in this?
","There are 15 unique ""experiment execution"" records.",15.109350195038132,gt_0,"[""multi"", ""numeric""]",{},The answer to the question is 15 unique executions.,0.2857142857142857,0.2222222222222222,0.25,15,0,0.0,"[""system_prompt_execution_1_1@en^^<xsd:string>"", ""llm_chat_1_1@en^^<xsd:string>"", ""information_extraction_1_1@en^^<xsd:string>"", ""sparql_query_1_1_2@en^^<xsd:string>"", ""sparql_query_1_1_1@en^^<xsd:string>"", ""sparql_query_1_1_3@en^^<xsd:string>"", ""sparql_query_1_1_4@en^^<xsd:string>"", ""sparql_query_1_1_5@en^^<xsd:string>"", ""sparql_query_1_1_6@en^^<xsd:string>"", ""sparql_query_1_1_7@en^^<xsd:string>"", ""sparql_query_1_1_8@en^^<xsd:string>"", ""sparql_query_1_1_9@en^^<xsd:string>"", ""sparql_query_1_1_10@en^^<xsd:string>"", ""sparql_query_1_1_11@en^^<xsd:string>"", ""post_processing_1_1@en^^<xsd:string>""]",0.9007159471511841,0.91969895362854,0.9101084470748901,1.0,1.0,1.0,0.9,0.2456713765859604,1,"There are 15 unique ""experiment execution"" records.","Question: How many ""experiment execution"" are there in this?
Answer: The answer to the question is 15 unique executions.",15,15.0,1.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,89,gt_88,True,"
what is the number of output for the Post-processed output port: post_processed_output in the execution http://testwebsite/testProgram#id_20260420105727_835 ?
",2,150.24367532890756,gt_88,"[""multi"", ""numeric""]",{},"
    The number of output for the Post-processed output port: post_processed_output in the execution http://testwebsite/testProgram#id_20260420105727_835 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105727_858-post_processed_output
    ",0.0,0.0,0.0,1,1,1.0,[],0.8267019391059875,0.7195093631744385,0.7693900465965271,0.0,0.0,1.0,1.0,0.28174492716789246,1,2,"Question: what is the number of output for the Post-processed output port: post_processed_output in the execution http://testwebsite/testProgram#id_20260420105727_835 ?
Answer: The number of output for the Post-processed output port: post_processed_output in the execution http://testwebsite/testProgram#id_20260420105727_835 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105727_858-post_processed_output",1,2.0,0.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,90,gt_89,True,"
what is the number of output for the System Prompt in the execution http://testwebsite/testProgram#id_20260420105652_650 ?
",The number of output for the System Prompt in the execution http://testwebsite/testProgram#id_20260420105652_650 is 24.,38.20094260503538,gt_89,"[""multi"", ""numeric""]",{},"
    The number of output for the System Prompt in the execution http://testwebsite/testProgram#id_20260420105652_650 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105652_456-system_prompt
    ",0.9473684210526315,0.6,0.7346938775510204,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105652_456-system_prompt""]",0.9461353421211243,0.8975557088851929,0.9212055206298828,0.0,0.0,1.0,0.8,0.04318036884069443,1,The number of output for the System Prompt in the execution http://testwebsite/testProgram#id_20260420105652_650 is 24.,"Question: what is the number of output for the System Prompt in the execution http://testwebsite/testProgram#id_20260420105652_650 ?
Answer: The number of output for the System Prompt in the execution http://testwebsite/testProgram#id_20260420105652_650 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105652_456-system_prompt",1,24.0,0.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,91,gt_90,True,"
what is the number of output for the Extracted Entities in the execution http://testwebsite/testProgram#id_20260420105703_307 ?
","The execution http://testwebsite/testProgram#id_20260420105703_307 has 1 output for the Extracted Entities, which is identified by the generation URI ChatBS-NexGen:Generation-id_20260420105703_814-extracts.",74.27592219493818,gt_90,"[""multi"", ""numeric""]",{},"
    The number of output for the Extracted Entities in the execution http://testwebsite/testProgram#id_20260420105703_307 is 11

    Output Data
http://testwebsite/testProgram#Data-id_20260420105703_198-extracts
http://testwebsite/testProgram#Data-id_20260420105703_218-extracts
http://testwebsite/testProgram#Data-id_20260420105703_51-extracts
http://testwebsite/testProgram#Data-id_20260420105703_661-extracts
http://testwebsite/testProgram#Data-id_20260420105703_678-extracts
http://testwebsite/testProgram#Data-id_20260420105703_693-extracts
http://testwebsite/testProgram#Data-id_20260420105703_757-extracts
http://testwebsite/testProgram#Data-id_20260420105703_886-extracts
http://testwebsite/testProgram#Data-id_20260420105703_891-extracts
http://testwebsite/testProgram#Data-id_20260420105704_531-extracts
http://testwebsite/testProgram#Data-id_20260420105704_782-extracts
    ",0.6206896551724138,0.1651376146788991,0.26086956521739135,11,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105703_198-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_218-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_51-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_661-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_678-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_693-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_757-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_886-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_891-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105704_531-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105704_782-extracts""]",0.8631278872489929,0.8248666524887085,0.8435636162757874,0.0,0.0,0.8,0.9,0.355754554271698,1,"The execution http://testwebsite/testProgram#id_20260420105703_307 has 1 output for the Extracted Entities, which is identified by the generation URI ChatBS-NexGen:Generation-id_20260420105703_814-extracts.","Question: what is the number of output for the Extracted Entities in the execution http://testwebsite/testProgram#id_20260420105703_307 ?
Answer: The number of output for the Extracted Entities in the execution http://testwebsite/testProgram#id_20260420105703_307 is 11 Output Data http://testwebsite/testProgram#Data-id_20260420105703_198-extracts http://testwebsite/testProgram#Data-id_20260420105703_218-extracts http://testwebsite/testProgram#Data-id_20260420105703_51-extracts http://testwebsite/testProgram#Data-id_20260420105703_661-extracts http://testwebsite/testProgram#Data-id_20260420105703_678-extracts http://testwebsite/testProgram#Data-id_20260420105703_693-extracts http://testwebsite/testProgram#Data-id_20260420105703_757-extracts http://testwebsite/testProgram#Data-id_20260420105703_886-extracts http://testwebsite/testProgram#Data-id_20260420105703_891-extracts http://testwebsite/testProgram#Data-id_20260420105704_531-extracts http://testwebsite/testProgram#Data-id_20260420105704_782-extracts",11,1.0,0.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,92,gt_91,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_598 ?
",0,118.2499796160264,gt_91,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_598 is 2

    Output Data
http://testwebsite/testProgram#Data-id_20260420105705_232-kg_info
http://testwebsite/testProgram#Data-id_20260420105705_670-kg_info
    ",0.0,0.0,0.0,2,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105705_232-kg_info"", ""http://testwebsite/testProgram#Data-id_20260420105705_670-kg_info""]",0.740932285785675,0.6971561908721924,0.7183780074119568,0.0,0.0,0.9,0.8,0.07332821935415268,1,0,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_598 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_598 is 2 Output Data http://testwebsite/testProgram#Data-id_20260420105705_232-kg_info http://testwebsite/testProgram#Data-id_20260420105705_670-kg_info",2,0.0,0.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,93,gt_92,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_972 ?
",No answer provided,202.91312610998284,gt_92,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_972 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105705_668-kg_info
    ",0.0,0.0,0.0,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105705_668-kg_info""]",0.8386693000793457,0.7259798049926758,0.7782664895057678,0.0,0.0,0.0,0.0,0.12578646838665009,1,No answer provided,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_972 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_972 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105705_668-kg_info",1,,0.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,94,gt_93,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105710_61 ?
",The number of outputs for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105710_61 is 0.,83.54039899108466,gt_93,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105710_61 is 2

    Output Data
http://testwebsite/testProgram#Data-id_20260420105710_564-kg_info
http://testwebsite/testProgram#Data-id_20260420105711_94-kg_info
    ",0.9090909090909091,0.47619047619047616,0.6249999999999999,2,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105710_564-kg_info"", ""http://testwebsite/testProgram#Data-id_20260420105711_94-kg_info""]",0.9365563988685608,0.8810487389564514,0.9079550504684448,0.0,0.0,1.0,1.0,0.821382999420166,1,The number of outputs for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105710_61 is 0.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105710_61 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105710_61 is 2 Output Data http://testwebsite/testProgram#Data-id_20260420105710_564-kg_info http://testwebsite/testProgram#Data-id_20260420105711_94-kg_info",2,0.0,0.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,95,gt_94,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_320 ?
",1,287.3724410260329,gt_94,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_320 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105711_658-kg_info
    ",1.0,0.030303030303030304,0.05882352941176471,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105711_658-kg_info""]",0.8076650500297546,0.720597505569458,0.7616510987281799,1.0,1.0,1.0,0.8,0.8600706458091736,1,1,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_320 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_320 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105711_658-kg_info",1,1.0,1.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,96,gt_95,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_662 ?
",No answer provided,741.777681317064,gt_95,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_662 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105711_45-kg_info
    ",0.0,0.0,0.0,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105711_45-kg_info""]",0.8396555781364441,0.7299772500991821,0.7809845209121704,0.0,0.0,0.0,0.0,0.11953794956207275,1,No answer provided,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_662 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_662 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105711_45-kg_info",1,,0.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,97,gt_96,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_772 ?
",The number of outputs for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_772 is 0.,79.07108388503548,gt_96,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_772 is 2

    Output Data
http://testwebsite/testProgram#Data-id_20260420105711_547-kg_info
http://testwebsite/testProgram#Data-id_20260420105711_637-kg_info
    ",0.9090909090909091,0.47619047619047616,0.6249999999999999,2,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105711_547-kg_info"", ""http://testwebsite/testProgram#Data-id_20260420105711_637-kg_info""]",0.9378582239151001,0.8763542175292969,0.9060636758804321,0.0,0.0,1.0,1.0,0.8201059103012085,1,The number of outputs for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_772 is 0.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_772 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_772 is 2 Output Data http://testwebsite/testProgram#Data-id_20260420105711_547-kg_info http://testwebsite/testProgram#Data-id_20260420105711_637-kg_info",2,0.0,0.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,98,gt_97,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 ?
",The number of outputs for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 is 0.,115.14432264689822,gt_97,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105717_899-kg_info
    ",0.9090909090909091,0.6060606060606061,0.7272727272727273,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105717_899-kg_info""]",0.9446549415588379,0.9014966487884521,0.9225713610649109,0.0,0.0,1.0,0.8,0.7512088418006897,1,The number of outputs for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 is 0.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105717_899-kg_info",1,0.0,0.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,99,gt_98,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105719_327 ?
",1,350.4754752899753,gt_98,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105719_327 is 2

    Output Data
http://testwebsite/testProgram#Data-id_20260420105719_258-kg_info
http://testwebsite/testProgram#Data-id_20260420105719_416-kg_info
    ",0.0,0.0,0.0,2,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105719_258-kg_info"", ""http://testwebsite/testProgram#Data-id_20260420105719_416-kg_info""]",0.8019538521766663,0.7057148814201355,0.7507627606391907,0.0,0.0,0.8,0.9,0.07726507633924484,1,1,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105719_327 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105719_327 is 2 Output Data http://testwebsite/testProgram#Data-id_20260420105719_258-kg_info http://testwebsite/testProgram#Data-id_20260420105719_416-kg_info",2,1.0,0.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,100,gt_99,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105722_117 ?
",The execution http://testwebsite/testProgram#id_20260420105722_117 has 12 associated output values (objects) linked to it through its properties in the knowledge graph.,116.6403295060154,gt_99,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105722_117 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105722_181-kg_info
    ",0.4583333333333333,0.3333333333333333,0.38596491228070173,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105722_181-kg_info""]",0.8834151029586792,0.8702614903450012,0.8767889738082886,0.0,0.0,0.2,0.8,0.14303795993328094,1,The execution http://testwebsite/testProgram#id_20260420105722_117 has 12 associated output values (objects) linked to it through its properties in the knowledge graph.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105722_117 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105722_117 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105722_181-kg_info",1,12.0,0.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,101,gt_100,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105723_114 ?
",1,84.25965253799222,gt_100,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105723_114 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105723_261-kg_info
    ",1.0,0.030303030303030304,0.05882352941176471,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105723_261-kg_info""]",0.808311939239502,0.7196067571640015,0.7613843679428101,1.0,1.0,1.0,0.8,0.8579058051109314,1,1,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105723_114 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105723_114 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105723_261-kg_info",1,1.0,1.0
