run,prediction_path,prediction_line,prediction_id,ground_truth_found,question,pred_answer,prediction_time_taken,ground_truth_id,ground_truth_qtype,ground_truth_tags,ground_truth_answer,answer_token_precision,answer_token_recall,answer_token_f1,gt_entity_total,gt_entity_covered,gt_entity_coverage,missing_gt_entities,numeric_ground_truth_count,numeric_predicted_count,numeric_accuracy,entity_gt_total,entity_retrieved_final_total,entity_retrieved_total_total,entity_recall_final,entity_precision_final,entity_f1_final,entity_recall_total,entity_precision_total,entity_f1_total,entity_gt_values,entity_retrieved_final_values,entity_retrieved_total_values
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,96,gt_95,True,"
what is the number of output for the ""Step 5 - next_step output port for generation iteration 2"" in the execution ""http://testwebsite/testProgram#id_20260505001009_972"" ?
","The provenance graph does not contain an execution with the identifier `http://testwebsite/testProgram#id_20260505001009_972`. Therefore, no information about a ""Step 5 – next_step output port for generation iteration 2"" can be retrieved from the given data.",4.260098602157086,gt_95,"[""multi"", ""numeric""]",{},"
    The number of output for the ""Step 5 - next_step output port for generation iteration 2"" in the execution ""http://testwebsite/testProgram#id_20260505001009_972"" is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260505001009_349-next_step
    ",0.5384615384615384,0.5526315789473685,0.5454545454545455,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260505001009_349-next_step""]",1,5.0,0.0,1,5,5,0.0,0.0,,0.0,0.0,,"[""http://testwebsite/testProgram#Data-id_20260505001009_349-next_step""]","[""prov:Generation"", ""provone:Execution"", ""provone:Program"", ""provone:Data"", ""provone:Port""]","[""prov:Generation"", ""provone:Execution"", ""provone:Program"", ""provone:Data"", ""provone:Port""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,97,gt_96,True,"
what is the number of output for the ""Step 5 - LLM response output"" in the execution ""http://testwebsite/testProgram#id_20260505001009_972"" ?
","The graph does not contain an execution with the identifier http://testwebsite/testProgram#id_20260505001009_972, so I cannot determine how many outputs were produced for Step 5.",3.7645512116141617,gt_96,"[""multi"", ""numeric""]",{},"
    The number of output for the ""Step 5 - LLM response output"" in the execution ""http://testwebsite/testProgram#id_20260505001009_972"" is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260505001009_976-response
    ",0.42857142857142855,0.375,0.39999999999999997,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260505001009_976-response""]",1,5.0,0.0,1,2,2,0.0,0.0,,0.0,0.0,,"[""http://testwebsite/testProgram#Data-id_20260505001009_976-response""]","[""provone:Execution"", ""provone:Program""]","[""provone:Execution"", ""provone:Program""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,98,gt_97,True,"
what is the number of output for the ""Step 5 - response output port for generation iteration 2"" in the execution ""http://testwebsite/testProgram#id_20260505001009_972"" ?
","The graph does not contain any information about a ""Step 5 – response output port for generation iteration 2"" associated with the execution <http://testwebsite/testProgram#id_20260505001009_972>.",4.321106921881437,gt_97,"[""multi"", ""numeric""]",{},"
    The number of output for the ""Step 5 - response output port for generation iteration 2"" in the execution ""http://testwebsite/testProgram#id_20260505001009_972"" is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260505001009_976-response
    ",0.6428571428571429,0.5,0.5625000000000001,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260505001009_976-response""]",1,5.0,0.0,1,4,4,0.0,0.0,,0.0,0.0,,"[""http://testwebsite/testProgram#Data-id_20260505001009_976-response""]","[""prov:Generation"", ""provone:Execution"", ""provone:Program"", ""provone:Port""]","[""prov:Generation"", ""provone:Execution"", ""provone:Program"", ""provone:Port""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,99,gt_98,True,"
what is the number of output for the ""Step 6 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" ?
",I cannot determine the number of outputs for Step 6 because the execution with identifier `http://testwebsite/testProgram#id_20260505001011_890` is not present in the provided provenance graph.,4.451803551055491,gt_98,"[""multi"", ""numeric""]",{},"
    The number of output for the ""Step 6 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260505001011_540-next_step
    ",0.5862068965517241,0.5,0.5396825396825397,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260505001011_540-next_step""]",1,6.0,0.0,1,2,2,0.0,0.0,,0.0,0.0,,"[""http://testwebsite/testProgram#Data-id_20260505001011_540-next_step""]","[""provone:Execution"", ""provone:Program""]","[""provone:Execution"", ""provone:Program""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,100,gt_99,True,"
what is the number of output for the ""Step 6 - next_step output port for generation iteration 3"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" ?
","The graph does not contain any information about an execution with the identifier `http://testwebsite/testProgram#id_20260505001011_890`, nor about a Step 6 – next_step output port for generation iteration 3 associated with that execution.",4.657738450914621,gt_99,"[""multi"", ""numeric""]",{},"
    The number of output for the ""Step 6 - next_step output port for generation iteration 3"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260505001011_540-next_step
    ",0.5277777777777778,0.5,0.5135135135135136,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260505001011_540-next_step""]",1,6.0,0.0,1,4,4,0.0,0.0,,0.0,0.0,,"[""http://testwebsite/testProgram#Data-id_20260505001011_540-next_step""]","[""prov:Generation"", ""provone:Execution"", ""provone:Program"", ""provone:Port""]","[""prov:Generation"", ""provone:Execution"", ""provone:Program"", ""provone:Port""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,101,gt_100,True,"
what is the number of output for the ""Step 6 - LLM response output"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" ?
",I cannot determine that number because the execution with ID `http://testwebsite/testProgram#id_20260505001011_890` is not present in the provided provenance graph.,4.18330056918785,gt_100,"[""multi"", ""numeric""]",{},"
    The number of output for the ""Step 6 - LLM response output"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260505001011_622-response
    ",0.5416666666666666,0.40625,0.46428571428571425,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260505001011_622-response""]",1,,0.0,1,2,2,0.0,0.0,,0.0,0.0,,"[""http://testwebsite/testProgram#Data-id_20260505001011_622-response""]","[""provone:Execution"", ""provone:Program""]","[""provone:Execution"", ""provone:Program""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,102,gt_101,True,"
what is the number of output for the ""Step 6 - response output port for generation iteration 3"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" ?
","The graph does not contain the execution with ID `http://testwebsite/testProgram#id_20260505001011_890`, so I cannot provide a number of outputs for Step 6.",4.308715939987451,gt_101,"[""multi"", ""numeric""]",{},"
    The number of output for the ""Step 6 - response output port for generation iteration 3"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260505001011_622-response
    ",0.5769230769230769,0.4166666666666667,0.48387096774193544,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260505001011_622-response""]",1,6.0,0.0,1,2,2,0.0,0.0,,0.0,0.0,,"[""http://testwebsite/testProgram#Data-id_20260505001011_622-response""]","[""provone:Execution"", ""provone:Program""]","[""provone:Execution"", ""provone:Program""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,103,gt_102,True,"
what is the number of output for the ""Step 8 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" ?
","The provided provenance knowledge graph does not contain an execution with the identifier `http://testwebsite/testProgram#id_20260505001016_956`. Therefore, it is impossible to determine the number of output steps for that execution from the given data.",4.070041592698544,gt_102,"[""multi"", ""numeric""]",{},"
    The number of output for the ""Step 8 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260505001016_765-next_step
    ",0.43243243243243246,0.47058823529411764,0.4507042253521127,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260505001016_765-next_step""]",1,,0.0,1,3,3,0.0,0.0,,0.0,0.0,,"[""http://testwebsite/testProgram#Data-id_20260505001016_765-next_step""]","[""provone:Execution"", ""provone:Program"", ""provone:Data""]","[""provone:Execution"", ""provone:Program"", ""provone:Data""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,104,gt_103,True,"
what is the number of output for the ""Step 8 - next_step output port for generation iteration 4"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" ?
","I’m sorry, but the execution with the identifier `http://testwebsite/testProgram#id_20260505001016_956` does not appear in the provenance graph you supplied.",3.8233713200315833,gt_103,"[""multi"", ""numeric""]",{},"
    The number of output for the ""Step 8 - next_step output port for generation iteration 4"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260505001016_765-next_step
    ",0.4583333333333333,0.2894736842105263,0.3548387096774194,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260505001016_765-next_step""]",1,,0.0,1,2,2,0.0,0.0,,0.0,0.0,,"[""http://testwebsite/testProgram#Data-id_20260505001016_765-next_step""]","[""provone:Execution"", ""provone:Program""]","[""provone:Execution"", ""provone:Program""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,105,gt_104,True,"
what is the number of output for the ""Step 8 - LLM response output"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" ?
","The graph does not contain an execution node with the identifier `http://testwebsite/testProgram#id_20260505001016_956`, so the number of outputs for Step 8 – “LLM response output” in that execution cannot be determined from the provided data.",4.810047778766602,gt_104,"[""multi"", ""numeric""]",{},"
    The number of output for the ""Step 8 - LLM response output"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260505001016_949-response
    ",0.5263157894736842,0.625,0.5714285714285714,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260505001016_949-response""]",1,8.0,0.0,1,3,3,0.0,0.0,,0.0,0.0,,"[""http://testwebsite/testProgram#Data-id_20260505001016_949-response""]","[""provone:Execution"", ""provone:Program"", ""provone:Data""]","[""provone:Execution"", ""provone:Program"", ""provone:Data""]"
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/fullcontext/exp__20260505195435/RESULTS.jsonl,106,gt_105,True,"
what is the number of output for the ""Step 8 - response output port for generation iteration 4"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" ?
","The requested execution (http://testwebsite/testProgram#id_20260505001016_956) is not present in the provided provenance knowledge graph, so the number of outputs for Step 8 – response output port for generation iteration 4 cannot be determined.",4.272644881159067,gt_105,"[""multi"", ""numeric""]",{},"
    The number of output for the ""Step 8 - response output port for generation iteration 4"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260505001016_949-response
    ",0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260505001016_949-response""]",1,8.0,0.0,1,4,4,0.0,0.0,,0.0,0.0,,"[""http://testwebsite/testProgram#Data-id_20260505001016_949-response""]","[""prov:Generation"", ""provone:Execution"", ""provone:Program"", ""provone:Port""]","[""prov:Generation"", ""provone:Execution"", ""provone:Program"", ""provone:Port""]"
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,1,gt_0,True,"
How many ""experiment execution"" are there in this?
",,30.12449171813205,gt_0,"[""multi"", ""numeric""]",{},The answer to the question is 12 unique executions.,0.0,0.0,0.0,12,0,0.0,"[""http://testwebsite/testProgram#id_20260505000949_750"", ""http://testwebsite/testProgram#id_20260505000949_550"", ""http://testwebsite/testProgram#id_20260505000949_654"", ""http://testwebsite/testProgram#id_20260505001013_746"", ""http://testwebsite/testProgram#id_20260505001035_720"", ""http://testwebsite/testProgram#id_20260505001042_313"", ""http://testwebsite/testProgram#id_20260505001006_475"", ""http://testwebsite/testProgram#id_20260505001009_972"", ""http://testwebsite/testProgram#id_20260505001011_890"", ""http://testwebsite/testProgram#id_20260505001016_956"", ""http://testwebsite/testProgram#id_20260505001023_688"", ""http://testwebsite/testProgram#id_20260505001037_336""]",12,,0.0,12,0,0,0.0,,,0.0,,,"[""http://testwebsite/testProgram#id_20260505000949_750"", ""http://testwebsite/testProgram#id_20260505000949_550"", ""http://testwebsite/testProgram#id_20260505000949_654"", ""http://testwebsite/testProgram#id_20260505001013_746"", ""http://testwebsite/testProgram#id_20260505001035_720"", ""http://testwebsite/testProgram#id_20260505001042_313"", ""http://testwebsite/testProgram#id_20260505001006_475"", ""http://testwebsite/testProgram#id_20260505001009_972"", ""http://testwebsite/testProgram#id_20260505001011_890"", ""http://testwebsite/testProgram#id_20260505001016_956"", ""http://testwebsite/testProgram#id_20260505001023_688"", ""http://testwebsite/testProgram#id_20260505001037_336""]",[],[]
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/biomni-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,87,gt_86,True,"
what is the number of output for the ""Step 10 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001035_720"" ?
",,3.959867008961737,gt_86,"[""multi"", ""numeric""]",{},"
    The number of output for the ""Step 10 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001035_720"" is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260505001035_545-next_step
    ",0.0,0.0,0.0,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260505001035_545-next_step""]",1,,0.0,1,0,0,0.0,,,0.0,,,"[""http://testwebsite/testProgram#Data-id_20260505001035_545-next_step""]",[],[]
