run,prediction_path,prediction_line,prediction_id,ground_truth_found,question,pred_answer,prediction_time_taken,ground_truth_id,ground_truth_qtype,ground_truth_tags,ground_truth_answer,answer_token_precision,answer_token_recall,answer_token_f1,gt_entity_total,gt_entity_covered,gt_entity_coverage,missing_gt_entities,bertscore_precision,bertscore_recall,bertscore_f1,metric_bert_score_error
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,43,gt_42,True,"
Does any of the executions of the sparql query post processing function made has a Generative Task within as a component and also sparql query post processing 
function itself is generated by a Generative Task?
","No, the graph does not provide evidence that any execution of the sparql query post processing function has a Generative Task as a component part.",30.865820836974308,gt_42,"[""single"", ""bool"", ""ISP""]",{},"
    1. Executions of the sparql query post processing function does not contain a Generative Task that utilize an LLM.
    2. The sparql query post processing function is generated by a Generative Task.

    Function | Execution | Generative Task used within execution | Generative Task used to generate function
Query Result Post-Processor@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105727_835 | None | http://testwebsite/testProgram#Generative_Task-query_result_post_processor
    ",0.64,0.23529411764705882,0.34408602150537637,4,0,0.0,"[""Query Result Post-Processor@en^^<xsd:string>"", ""http://testwebsite/testProgram#id_20260420105727_835"", ""None"", ""http://testwebsite/testProgram#Generative_Task-query_result_post_processor""]",0.8284072875976562,0.8225700855255127,0.8254783749580383,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,44,gt_43,True,"
Does any of the executions of the system prompt template function made has a Generative Task within as a component and also system prompt template 
function itself is generated by a Generative Task?
","No, the provided knowledge graph does not contain evidence showing that any execution of the system prompt template function has a Generative Task as a component, nor is there evidence that the system prompt template function itself was generated by a Generative Task.",36.193204434006475,gt_43,"[""single"", ""bool"", ""ISP""]",{},"
    1. Executions of the system prompt template function does not contain a Generative Task that utilize an LLM.
    2. The system prompt template function is generated by a Generative Task.

    Function | Execution | Generative Task used within execution | Generative Task used to generate function
System Prompt Template Generator@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105652_650 | None | http://testwebsite/testProgram#Generative_Task-system_prompt_generator
    ",0.5813953488372093,0.38461538461538464,0.46296296296296297,4,0,0.0,"[""System Prompt Template Generator@en^^<xsd:string>"", ""http://testwebsite/testProgram#id_20260420105652_650"", ""None"", ""http://testwebsite/testProgram#Generative_Task-system_prompt_generator""]",0.846656084060669,0.8292406797409058,0.8378579020500183,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,45,gt_44,True,"
Does any of the executions of the information extraction function made has a Generative Task within as a component and also information extraction 
function itself is generated by a Generative Task?
","No, while an execution of the information extraction function was found to have a Generative Task as a component, there is no evidence in the provided graph showing that the information extractor function itself was generated by a Generative Task.",46.66916620603297,gt_44,"[""single"", ""bool"", ""ISP""]",{},"
    1. Executions of the information extraction function contains a Generative Task that utilize an LLM.
    2. The information extraction function is generated by a Generative Task.

    Function | Execution | Generative Task used within execution | Generative Task used to generate function
Information Extractor@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105703_307 | http://testwebsite/testProgram#Generative_Task-id_20260420105703_307 | http://testwebsite/testProgram#Generative_Task-information_extractor
    ",0.55,0.3384615384615385,0.41904761904761906,4,0,0.0,"[""Information Extractor@en^^<xsd:string>"", ""http://testwebsite/testProgram#id_20260420105703_307"", ""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307"", ""http://testwebsite/testProgram#Generative_Task-information_extractor""]",0.7756016850471497,0.796669602394104,0.7859944701194763,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,46,gt_45,True,"
Does any of the executions of the sparql query function function made has a Generative Task within as a component and also sparql query function 
function itself is generated by a Generative Task?
","The provided knowledge graph does not contain explicit evidence showing that an execution of the sparql query function has a Generative Task as a component, nor does it show that the sparql query function itself was generated by a Generative Task.",28.99601817911025,gt_45,"[""single"", ""bool"", ""ISP""]",{},"
    1. Executions of the sparql query function function does not contain a Generative Task that utilize an LLM.
    2. The sparql query function function is not generated by a Generative Task.

    Function | Execution | Generative Task used within execution | Generative Task used to generate function
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105705_598 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105705_972 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105710_61 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105711_320 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105711_662 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105711_772 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105717_370 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105719_327 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105722_117 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105723_114 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105727_300 | None | None
    ",0.5609756097560976,0.11616161616161616,0.19246861924686193,13,0,0.0,"[""SPARQL Query Builder@en^^<xsd:string>"", ""http://testwebsite/testProgram#id_20260420105705_598"", ""None"", ""http://testwebsite/testProgram#id_20260420105705_972"", ""http://testwebsite/testProgram#id_20260420105710_61"", ""http://testwebsite/testProgram#id_20260420105711_320"", ""http://testwebsite/testProgram#id_20260420105711_662"", ""http://testwebsite/testProgram#id_20260420105711_772"", ""http://testwebsite/testProgram#id_20260420105717_370"", ""http://testwebsite/testProgram#id_20260420105719_327"", ""http://testwebsite/testProgram#id_20260420105722_117"", ""http://testwebsite/testProgram#id_20260420105723_114"", ""http://testwebsite/testProgram#id_20260420105727_300""]",0.8374152183532715,0.731491208076477,0.7808775305747986,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,47,gt_46,True,"
Does any of the executions of the llm chat function function made has a Generative Task within as a component and also llm chat function 
function itself is generated by a Generative Task?
","One execution of the llm chat function, specifically ChatBS-NexGen:id_20260420105659_302, has a Generative Task as a component part. However, there is no evidence provided in the graph to confirm that the llm chat function itself was generated by a Generative Task.",35.30276207602583,gt_46,"[""single"", ""bool"", ""ISP""]",{},"
    1. Executions of the llm chat function function contains a Generative Task that utilize an LLM.
    2. The llm chat function function is not generated by a Generative Task.

    Function | Execution | Generative Task used within execution | Generative Task used to generate function
LLM Chat@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105659_302 | http://testwebsite/testProgram#Generative_Task-id_20260420105659_302 | None
    ",0.5454545454545454,0.3870967741935484,0.45283018867924524,4,1,0.25,"[""LLM Chat@en^^<xsd:string>"", ""http://testwebsite/testProgram#id_20260420105659_302"", ""http://testwebsite/testProgram#Generative_Task-id_20260420105659_302""]",0.8017284870147705,0.8384038209915161,0.8196561336517334,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,66,gt_65,True,"
Was the input to the Post-processing input port: kg_knowledge in the execution http://testwebsite/testProgram#id_20260420105727_835 generated by a Generative Task?
","No, the input to the Post-processing input port: kg_knowledge for the execution associated with 'ChatBS-NexGen:id_20260420105727_835' was not shown to be generated by a Generative Task.",40.856551287928596,gt_65,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Post-processing input port: kg_knowledge in the execution http://testwebsite/testProgram#id_20260420105727_835 was not generated by a 
    Generative Task

    Generative Task
None
    ",0.7096774193548387,0.7586206896551724,0.7333333333333333,1,0,0.0,"[""None""]",0.8358924388885498,0.8844766616821289,0.8594985604286194,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,67,gt_66,True,"
Was the input to the Input port for foodPreferences in the execution http://testwebsite/testProgram#id_20260420105652_650 generated by a Generative Task?
",The provided knowledge graph does not contain evidence showing that the input to the Input port for foodPreferences in the execution http://testwebsite/testProgram#id_20260420105652_650 was generated by a Generative Task.,33.13023984991014,gt_66,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Input port for foodPreferences in the execution http://testwebsite/testProgram#id_20260420105652_650 was not generated by a 
    Generative Task

    Generative Task
None
    ",0.7272727272727273,0.8888888888888888,0.7999999999999999,1,0,0.0,"[""None""]",0.8490818738937378,0.8993018865585327,0.8734706044197083,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,68,gt_67,True,"
Was the input to the Input port for weight in the execution http://testwebsite/testProgram#id_20260420105652_650 generated by a Generative Task?
","No, the data providing the weight value used in the execution did not show a direct link indicating it was generated by a Generative Task.",26.313746897038072,gt_67,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Input port for weight in the execution http://testwebsite/testProgram#id_20260420105652_650 was not generated by a 
    Generative Task

    Generative Task
None
    ",0.52,0.48148148148148145,0.5,1,0,0.0,"[""None""]",0.8008564710617065,0.8082563877105713,0.8045394420623779,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,69,gt_68,True,"
Was the input to the Input port for bodyMassIndex in the execution http://testwebsite/testProgram#id_20260420105652_650 generated by a Generative Task?
","No, the data point representing the body mass index used as input to that port was not shown to be generated by a Generative Task in the provided graph.",36.55454498901963,gt_68,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Input port for bodyMassIndex in the execution http://testwebsite/testProgram#id_20260420105652_650 was not generated by a 
    Generative Task

    Generative Task
None
    ",0.4827586206896552,0.5185185185185185,0.5,1,1,1.0,[],0.7792737483978271,0.8059234619140625,0.7923746109008789,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,70,gt_69,True,"
Was the input to the Input port for allergies in the execution http://testwebsite/testProgram#id_20260420105652_650 generated by a Generative Task?
",The provided knowledge graph does not contain direct evidence showing that the input data used for allergies at the specified port in the execution was generated by a Generative Task.,34.33905933005735,gt_69,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Input port for allergies in the execution http://testwebsite/testProgram#id_20260420105652_650 was not generated by a 
    Generative Task

    Generative Task
None
    ",0.5333333333333333,0.5925925925925926,0.5614035087719299,1,0,0.0,"[""None""]",0.7828822731971741,0.8060179352760315,0.7942816615104675,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,71,gt_70,True,"
Was the input to the Input port for diagnosis in the execution http://testwebsite/testProgram#id_20260420105652_650 generated by a Generative Task?
","No, the input data for diagnosis was not generated by a Generative Task.",40.10721185896546,gt_70,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Input port for diagnosis in the execution http://testwebsite/testProgram#id_20260420105652_650 was not generated by a 
    Generative Task

    Generative Task
None
    ",0.8461538461538461,0.4074074074074074,0.5499999999999999,1,0,0.0,"[""None""]",0.7868781089782715,0.8067742586135864,0.796701967716217,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,72,gt_71,True,"
Was the input to the Input port for age in the execution http://testwebsite/testProgram#id_20260420105652_650 generated by a Generative Task?
","No, the input data for the Input port for age used in the execution http://testwebsite/testProgram#id_20260420105652_650 is not shown to have been generated by a Generative Task.",28.48478227702435,gt_71,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Input port for age in the execution http://testwebsite/testProgram#id_20260420105652_650 was not generated by a 
    Generative Task

    Generative Task
None
    ",0.7419354838709677,0.8518518518518519,0.7931034482758621,1,0,0.0,"[""None""]",0.8373314142227173,0.8936426043510437,0.8645710945129395,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,73,gt_72,True,"
Was the input to the Input port for height in the execution http://testwebsite/testProgram#id_20260420105652_650 generated by a Generative Task?
","The provided knowledge graph indicates that the usage of height data in the execution ChatBS-NexGen:id_20260420105652_650 is based on the data item ChatBS-NexGen:Data-id_20260420105652_838-height, but it does not contain evidence showing that this specific input data was generated by a Generative Task.",38.9148989750538,gt_72,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Input port for height in the execution http://testwebsite/testProgram#id_20260420105652_650 was not generated by a 
    Generative Task

    Generative Task
None
    ",0.34,0.6296296296296297,0.4415584415584416,1,0,0.0,"[""None""]",0.8327909111976624,0.8364723920822144,0.8346275091171265,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,74,gt_73,True,"
Was the input to the Input port for gender in the execution http://testwebsite/testProgram#id_20260420105652_650 generated by a Generative Task?
",The provided knowledge graph does not contain evidence indicating that the input data used for the 'Input port for gender' during the specified execution was generated by a Generative Task.,30.001463530003093,gt_73,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Input port for gender in the execution http://testwebsite/testProgram#id_20260420105652_650 was not generated by a 
    Generative Task

    Generative Task
None
    ",0.5333333333333333,0.5925925925925926,0.5614035087719299,1,0,0.0,"[""None""]",0.7993649840354919,0.8110706210136414,0.8051753044128418,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,75,gt_74,True,"
Was the input to the Input port for text in the execution http://testwebsite/testProgram#id_20260420105703_307 generated by a Generative Task?
","Yes, the input to the Input port for text in the execution associated with ChatBS-NexGen:id_20260420105703_307 was generated by a Generative Task.",39.895668035023846,gt_74,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Input port for text in the execution http://testwebsite/testProgram#id_20260420105703_307 was generated by a 
    Generative Task

    Generative Task
http://testwebsite/testProgram#Generative_Task-id_20260420105659_302
    ",0.8,0.6060606060606061,0.689655172413793,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105659_302""]",0.7927863597869873,0.8426946997642517,0.8169789910316467,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,76,gt_75,True,"
Was the input to the Input port for entity in the execution http://testwebsite/testProgram#id_20260420105705_598 generated by a Generative Task?
","Yes, the data item used as input for the Input port for entity in that execution was generated by a Generative Task.",31.113582310965285,gt_75,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Input port for entity in the execution http://testwebsite/testProgram#id_20260420105705_598 was generated by a 
    Generative Task

    Generative Task
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307
    ",0.6818181818181818,0.45454545454545453,0.5454545454545454,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307""]",0.7683279514312744,0.7764257788658142,0.7723556160926819,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,77,gt_76,True,"
Was the input to the Input port for entity in the execution http://testwebsite/testProgram#id_20260420105705_972 generated by a Generative Task?
","No, the evidence does not show that the input to the Input port for entity in the execution associated with 'http://testwebsite/testProgram#id_20260420105705_972' was generated by a Generative Task.",46.0727905560052,gt_76,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Input port for entity in the execution http://testwebsite/testProgram#id_20260420105705_972 was generated by a 
    Generative Task

    Generative Task
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307
    ",0.71875,0.696969696969697,0.7076923076923077,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307""]",0.7706316113471985,0.861255407333374,0.8134272694587708,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,78,gt_77,True,"
Was the input to the Input port for entity in the execution http://testwebsite/testProgram#id_20260420105710_61 generated by a Generative Task?
",The provided graph does not contain explicit evidence showing that the input to the execution 'ChatBS-NexGen:id_20260420105710_61' was generated by a Generative Task.,41.821217640070245,gt_77,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Input port for entity in the execution http://testwebsite/testProgram#id_20260420105710_61 was generated by a 
    Generative Task

    Generative Task
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307
    ",0.5769230769230769,0.45454545454545453,0.5084745762711863,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307""]",0.8230351209640503,0.840862512588501,0.8318533301353455,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,79,gt_78,True,"
Was the input to the Input port for entity in the execution http://testwebsite/testProgram#id_20260420105711_320 generated by a Generative Task?
","Yes, the data item used as input for the entity port in the execution http://testwebsite/testProgram#id_20260420105711_320 was generated by an execution that is a component part of a Generative Task.",52.807371188071556,gt_78,"[""single"", ""bool"", ""ISP""]",{},"
    The input to the Input port for entity in the execution http://testwebsite/testProgram#id_20260420105711_320 was generated by a 
    Generative Task

    Generative Task
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307
    ",0.6176470588235294,0.6363636363636364,0.6268656716417911,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307""]",0.8413254022598267,0.8701691627502441,0.8555042147636414,
