run,prediction_path,prediction_line,prediction_id,ground_truth_found,question,pred_answer,prediction_time_taken,ground_truth_id,ground_truth_qtype,ground_truth_tags,ground_truth_answer,answer_token_precision,answer_token_recall,answer_token_f1,gt_entity_total,gt_entity_covered,gt_entity_coverage,missing_gt_entities,bertscore_precision,bertscore_recall,bertscore_f1,metric_bert_score_error
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,11,gt_10,True,"
what are the input parameters of the function used in sparql query function step in the pipeline?
","The input parameters for functions related to building or executing SPARQL queries include an entity input port for general query extraction, and in a batch process, dedicated ports for the entities involved in the knowledge graph query extraction and the query function itself.",36.13732936803717,gt_10,"[""multi"", ""literal"", ""SI""]",{},"
    The input parameters to sparql query function function.

    Funtion name | Function returns
SPARQL Query Builder@en^^<xsd:string> | Input port for entity@en^^<xsd:string>
    ",0.27906976744186046,0.48,0.35294117647058815,2,0,0.0,"[""SPARQL Query Builder@en^^<xsd:string>"", ""Input port for entity@en^^<xsd:string>""]",0.8079965114593506,0.8168557286262512,0.8124020099639893,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,12,gt_11,True,"
what are the input parameters of the function used in llm chat function step in the pipeline?
","The LLM Chat function step requires two input parameters: a system prompt, which is used to guide the assistant's behavior, and a user prompt containing the user's query.",37.81216373096686,gt_11,"[""multi"", ""literal"", ""SI""]",{},"
    The input parameters to llm chat function function.

    Funtion name | Function returns
LLM Chat@en^^<xsd:string> | LLM Chat input port: system_prompt@en^^<xsd:string>
LLM Chat@en^^<xsd:string> | LLM Chat input port: user_prompt@en^^<xsd:string>
    ",0.36666666666666664,0.275,0.3142857142857143,3,0,0.0,"[""LLM Chat@en^^<xsd:string>"", ""LLM Chat input port: system_prompt@en^^<xsd:string>"", ""LLM Chat input port: user_prompt@en^^<xsd:string>""]",0.8247295618057251,0.8149738907814026,0.8198227286338806,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,13,gt_12,True,"
what are the output parameters of the function used in sparql query post processing step in the pipeline?
","The query result post-processing function uses an output port named ""Post-processed output port: post_processed_output"" which is connected via a channel designed for query result post-processing.",32.53633733000606,gt_12,"[""multi"", ""literal"", ""SI""]",{},"
    The input parameters to sparql query post processing function.

    Funtion name | Function returns
Query Result Post-Processor@en^^<xsd:string> | Post-processed output port: post_processed_output@en^^<xsd:string>
    ",0.5,0.5,0.5,2,0,0.0,"[""Query Result Post-Processor@en^^<xsd:string>"", ""Post-processed output port: post_processed_output@en^^<xsd:string>""]",0.8360065221786499,0.8327556848526001,0.8343778848648071,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,14,gt_13,True,"
what are the output parameters of the function used in system prompt template step in the pipeline?
","The function used in the system prompt template step generates a System Prompt, which is represented by an output port labeled ""System Prompt"" (`ChatBS-NexGen:system_prompt_generator-system_prompt`).",30.033038853900507,gt_13,"[""multi"", ""literal"", ""SI""]",{},"
    The input parameters to system prompt template function.

    Funtion name | Function returns
System Prompt Template Generator@en^^<xsd:string> | System Prompt@en^^<xsd:string>
    ",0.3333333333333333,0.4166666666666667,0.3703703703703704,2,0,0.0,"[""System Prompt Template Generator@en^^<xsd:string>"", ""System Prompt@en^^<xsd:string>""]",0.8146981596946716,0.8163115978240967,0.8155040740966797,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,15,gt_14,True,"
what are the output parameters of the function used in information extraction step in the pipeline?
","The information extraction step utilizes an output port labeled ""Extracted Entities"" which is designed to provide a list of entities extracted from the text.",27.244563844054937,gt_14,"[""multi"", ""literal"", ""SI""]",{},"
    The input parameters to information extraction function.

    Funtion name | Function returns
Information Extractor@en^^<xsd:string> | Extracted Entities@en^^<xsd:string>
    ",0.25,0.2857142857142857,0.26666666666666666,2,0,0.0,"[""Information Extractor@en^^<xsd:string>"", ""Extracted Entities@en^^<xsd:string>""]",0.8389192819595337,0.816146731376648,0.8273763656616211,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,16,gt_15,True,"
what are the output parameters of the function used in sparql query function step in the pipeline?
","The function used in the SPARQL query extraction step, represented by the `ChatBS-NexGen:sparql_query_extractor` program, has an output port labeled ""Output port for kg_info"", which provides knowledge graph information.",25.88063373393379,gt_15,"[""multi"", ""literal"", ""SI""]",{},"
    The input parameters to sparql query function function.

    Funtion name | Function returns
SPARQL Query Builder@en^^<xsd:string> | Output port for kg_info@en^^<xsd:string>
    ",0.3333333333333333,0.4230769230769231,0.3728813559322034,2,0,0.0,"[""SPARQL Query Builder@en^^<xsd:string>"", ""Output port for kg_info@en^^<xsd:string>""]",0.823813259601593,0.8266914486885071,0.8252498507499695,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,17,gt_16,True,"
what are the output parameters of the function used in llm chat function step in the pipeline?
","The LLM Chat function step in the pipeline has one output parameter, labeled ""LLM Chat output port: generated_answer"", which is represented by a dedicated output port.",25.65778919204604,gt_16,"[""multi"", ""literal"", ""SI""]",{},"
    The input parameters to llm chat function function.

    Funtion name | Function returns
LLM Chat@en^^<xsd:string> | LLM Chat output port: generated_answer@en^^<xsd:string>
    ",0.37037037037037035,0.38461538461538464,0.3773584905660377,2,0,0.0,"[""LLM Chat@en^^<xsd:string>"", ""LLM Chat output port: generated_answer@en^^<xsd:string>""]",0.8454200029373169,0.8392587900161743,0.8423281311988831,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,18,gt_17,True,"
what are the connected functions to the function used in sparql query post processing step in the pipeline?
","The SPARQL query post-processing step, represented by an execution instance (e.g., ChatBS-NexGen:id_20260420105727_835), is associated with the `query_result_post_processor` function. This post-processor uses data derived from multiple SPARQL query extractions executed by the `sparql_query_extractor` program.",41.66529337596148,gt_17,"[""multi"", ""literal"", ""entity"", ""SI""]",{},"
    The connected functions to sparql query post processing function.

    Funtion URI | Function name
http://testwebsite/testProgram#batch_sparql_query_extractor | Batch SPARQL Query Extractor@en^^<xsd:string>
    ",0.24444444444444444,0.4074074074074074,0.3055555555555555,2,0,0.0,"[""http://testwebsite/testProgram#batch_sparql_query_extractor"", ""Batch SPARQL Query Extractor@en^^<xsd:string>""]",0.8106927871704102,0.8271421194076538,0.8188348412513733,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,19,gt_18,True,"
what are the connected functions to the function used in system prompt template step in the pipeline?
","The LLM Chat function (`ChatBS-NexGen:llm_chat`) is connected to the System Prompt Template Generator's output, using its input port for the system prompt.",28.31836835097056,gt_18,"[""multi"", ""literal"", ""entity"", ""SI""]",{},"
    The connected functions to system prompt template function.

    Funtion URI | Function name
http://testwebsite/testProgram#llm_chat | LLM Chat@en^^<xsd:string>
    ",0.4230769230769231,0.5,0.4583333333333333,2,0,0.0,"[""http://testwebsite/testProgram#llm_chat"", ""LLM Chat@en^^<xsd:string>""]",0.8297197222709656,0.8286417126655579,0.8291803598403931,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,20,gt_19,True,"
what are the connected functions to the function used in information extraction step in the pipeline?
","The information extraction step, represented by the execution `id_20260420105703_307`, is utilized as a prerequisite (wasInformedBy) for several SPARQL Query Builder executions, including those associated with IDs `id_20260420105705_598`, `id_20260420105711_320`, and others.",39.683592846035026,gt_19,"[""multi"", ""literal"", ""entity"", ""SI""]",{},"
    The connected functions to information extraction function.

    Funtion URI | Function name
http://testwebsite/testProgram#llm_chat | LLM Chat@en^^<xsd:string>
http://testwebsite/testProgram#batch_sparql_query_extractor | Batch SPARQL Query Extractor@en^^<xsd:string>
    ",0.1388888888888889,0.14285714285714285,0.14084507042253522,4,0,0.0,"[""http://testwebsite/testProgram#llm_chat"", ""LLM Chat@en^^<xsd:string>"", ""http://testwebsite/testProgram#batch_sparql_query_extractor"", ""Batch SPARQL Query Extractor@en^^<xsd:string>""]",0.7883674502372742,0.7988858222961426,0.7935917377471924,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,21,gt_20,True,"
what are the connected functions to the function used in sparql query function step in the pipeline?
","The SPARQL query function step is connected to other functions in the pipeline for both input data preparation and output refinement. Specifically, it utilizes information extracted from text via the Information Extractor function (`information_extractor`) as input entities, and its resulting knowledge graph collections are subsequently processed by the Query Result Post-Processor function (`query_result_post_processor`) to refine the final results.",39.113286952953786,gt_20,"[""multi"", ""literal"", ""entity"", ""SI""]",{},"
    The connected functions to sparql query function function.

    Funtion URI | Function name
    ",0.14285714285714285,0.75,0.24,0,0,,[],0.772913932800293,0.8161647915840149,0.7939508557319641,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,22,gt_21,True,"
what are the connected functions to the function used in llm chat function step in the pipeline?
",The LLM Chat function step was informed by an execution of the Information Extractor (which is generated via a Generative_Task) and utilized system prompt data that originated from the System Prompt Template Generator.,44.7535740690073,gt_21,"[""multi"", ""literal"", ""entity"", ""SI""]",{},"
    The connected functions to llm chat function function.

    Funtion URI | Function name
http://testwebsite/testProgram#system_prompt_generator | System Prompt Template Generator@en^^<xsd:string>
http://testwebsite/testProgram#information_extractor | Information Extractor@en^^<xsd:string>
    ",0.35294117647058826,0.34285714285714286,0.3478260869565218,4,0,0.0,"[""http://testwebsite/testProgram#system_prompt_generator"", ""System Prompt Template Generator@en^^<xsd:string>"", ""http://testwebsite/testProgram#information_extractor"", ""Information Extractor@en^^<xsd:string>""]",0.7713236808776855,0.7919984459877014,0.7815244197845459,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,23,gt_22,True,"
what are the executions of the sparql query post processing step in the pipeline?
","The SPARQL query post-processing step is represented by an execution instance identified as `ChatBS-NexGen:id_20260420105727_835`. This execution used the 'Query Result Post-Processor' program, was associated with the user 'test user', and utilized the resulting data from that process.",40.12655404093675,gt_22,"[""multi"", ""entity"", ""ISP""]",{},"
    The executions of the  sparql query post processing function are.

    Executions
http://testwebsite/testProgram#id_20260420105727_835
    ",0.20930232558139536,0.5294117647058824,0.3,1,0,0.0,"[""http://testwebsite/testProgram#id_20260420105727_835""]",0.8062240481376648,0.8639562726020813,0.834092378616333,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,24,gt_23,True,"
what are the executions of the system prompt template step in the pipeline?
","The system prompt template step in the pipeline was executed once, resulting in an execution identified as ""system_prompt_execution_1_1"".",14.805987583007663,gt_23,"[""multi"", ""entity"", ""ISP""]",{},"
    The executions of the  system prompt template function are.

    Executions
http://testwebsite/testProgram#id_20260420105652_650
    ",0.22727272727272727,0.3125,0.2631578947368421,1,0,0.0,"[""http://testwebsite/testProgram#id_20260420105652_650""]",0.8232060670852661,0.8107233047485352,0.8169169425964355,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,25,gt_24,True,"
what are the executions of the information extraction step in the pipeline?
","The information extraction step was executed, represented by an instance labeled 'information_extraction_1_1'. This execution was performed by the test user and was informed by results from multiple SPARQL query executions, suggesting it consolidated findings from various parts of the pipeline.",32.441866100998595,gt_24,"[""multi"", ""entity"", ""ISP""]",{},"
    The executions of the  information extraction function are.

    Executions
http://testwebsite/testProgram#id_20260420105703_307
    ",0.13953488372093023,0.4,0.2068965517241379,1,0,0.0,"[""http://testwebsite/testProgram#id_20260420105703_307""]",0.8030166625976562,0.8126693367958069,0.8078141808509827,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,26,gt_25,True,"
what are the executions of the sparql query function step in the pipeline?
","The pipeline includes eleven recorded executions of the SPARQL query function, labeled from 'sparql_query_1_1_1' through 'sparql_query_1_1_11'. These executions are: id_20260420105705_972 (1_1_1), id_20260420105705_598 (1_1_2), id_20260420105710_61 (1_1_3), id_20260420105711_320 (1_1_4), id_20260420105711_662 (1_1_5), id_20260420105711_772 (1_1_6), id_20260420105717_370 (1_1_7), id_20260420105719_327 (1_1_8), id_20260420105722_117 (1_1_9), id_20260420105723_114 (1_1_10), and id_20260420105727_300 (1_1_11).",62.849601738969795,gt_25,"[""multi"", ""entity"", ""ISP""]",{},"
    The executions of the  sparql query function function are.

    Executions
http://testwebsite/testProgram#id_20260420105705_598
http://testwebsite/testProgram#id_20260420105705_972
http://testwebsite/testProgram#id_20260420105710_61
http://testwebsite/testProgram#id_20260420105711_320
http://testwebsite/testProgram#id_20260420105711_662
http://testwebsite/testProgram#id_20260420105711_772
http://testwebsite/testProgram#id_20260420105717_370
http://testwebsite/testProgram#id_20260420105719_327
http://testwebsite/testProgram#id_20260420105722_117
http://testwebsite/testProgram#id_20260420105723_114
http://testwebsite/testProgram#id_20260420105727_300
    ",0.44680851063829785,0.5526315789473685,0.49411764705882355,11,0,0.0,"[""http://testwebsite/testProgram#id_20260420105705_598"", ""http://testwebsite/testProgram#id_20260420105705_972"", ""http://testwebsite/testProgram#id_20260420105710_61"", ""http://testwebsite/testProgram#id_20260420105711_320"", ""http://testwebsite/testProgram#id_20260420105711_662"", ""http://testwebsite/testProgram#id_20260420105711_772"", ""http://testwebsite/testProgram#id_20260420105717_370"", ""http://testwebsite/testProgram#id_20260420105719_327"", ""http://testwebsite/testProgram#id_20260420105722_117"", ""http://testwebsite/testProgram#id_20260420105723_114"", ""http://testwebsite/testProgram#id_20260420105727_300""]",0.8201866149902344,0.8503656387329102,0.8350034952163696,
