run,prediction_path,prediction_line,prediction_id,ground_truth_found,question,pred_answer,prediction_time_taken,ground_truth_id,ground_truth_qtype,ground_truth_tags,ground_truth_answer,answer_token_precision,answer_token_recall,answer_token_f1,gt_entity_total,gt_entity_covered,gt_entity_coverage,missing_gt_entities,bertscore_precision,bertscore_recall,bertscore_f1,llm_completeness,llm_faithfulness,llm_relevance,llm_understanderbility,nli_entailment_max,nli_pairs_scored,nli_best_premise,nli_best_hypothesis,bool_ground_truth_decision,bool_predicted_decision,bool_accuracy,metric_bert_score_error
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,86,gt_85,True,"
Was the input to the Input port for entity in the execution http://testwebsite/testProgram#id_20260420105727_300 generated by a Generative Task?
","No, the input data to the Input port for entity in the execution associated with http://testwebsite/testProgram#id_20260420105727_300 was generated by an execution of a SPARQL query builder program, not directly by a Generative Task.",40.30894542601891,gt_85,"[""single"", ""bool""]",{},"
    The input to the Input port for entity in the execution http://testwebsite/testProgram#id_20260420105727_300 was generated by a 
    Generative Task

    Generative Task
http://testwebsite/testProgram#Generative_Task-id_20260420105703_307
    ",0.6052631578947368,0.696969696969697,0.6478873239436619,1,0,0.0,"[""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307""]",0.7969616055488586,0.8696250319480896,0.8317092657089233,0.0,0.0,1.0,0.8,0.8260961174964905,1,"No, the input data to the Input port for entity in the execution associated with http://testwebsite/testProgram#id_20260420105727_300 was generated by an execution of a SPARQL query builder program, not directly by a Generative Task.","Question: Was the input to the Input port for entity in the execution http://testwebsite/testProgram#id_20260420105727_300 generated by a Generative Task?
Answer: The input to the Input port for entity in the execution http://testwebsite/testProgram#id_20260420105727_300 was generated by a Generative Task Generative Task http://testwebsite/testProgram#Generative_Task-id_20260420105703_307",True,False,0.0,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,87,gt_86,True,"
Was the input to the LLM Chat input port: system_prompt in the execution http://testwebsite/testProgram#id_20260420105659_302 generated by a Generative Task?
","Yes, the input to the LLM Chat input port: system_prompt in the execution http://testwebsite/testProgram#id_20260420105659_302 was generated by a Generative Task.",41.977723481017165,gt_86,"[""single"", ""bool""]",{},"
    The input to the LLM Chat input port: system_prompt in the execution http://testwebsite/testProgram#id_20260420105659_302 was not generated by a 
    Generative Task

    Generative Task
None
    ",0.9615384615384616,0.8620689655172413,0.9090909090909091,1,0,0.0,"[""None""]",0.851915717124939,0.9091014862060547,0.8795800805091858,0.0,0.0,1.0,0.8,0.024673953652381897,1,"Yes, the input to the LLM Chat input port: system_prompt in the execution http://testwebsite/testProgram#id_20260420105659_302 was generated by a Generative Task.","Question: Was the input to the LLM Chat input port: system_prompt in the execution http://testwebsite/testProgram#id_20260420105659_302 generated by a Generative Task?
Answer: The input to the LLM Chat input port: system_prompt in the execution http://testwebsite/testProgram#id_20260420105659_302 was not generated by a Generative Task Generative Task None",False,True,0.0,
fullcontext,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/fullcontext/exp__20260420220709/RESULTS.jsonl,88,gt_87,True,"
Was the input to the LLM Chat input port: user_prompt in the execution http://testwebsite/testProgram#id_20260420105659_302 generated by a Generative Task?
",The provided knowledge graph does not contain evidence showing that the input for the LLM Chat port: user_prompt originated from a Generative Task.,33.73718315595761,gt_87,"[""single"", ""bool""]",{},"
    The input to the LLM Chat input port: user_prompt in the execution http://testwebsite/testProgram#id_20260420105659_302 was not generated by a 
    Generative Task

    Generative Task
None
    ",0.5416666666666666,0.4482758620689655,0.49056603773584906,1,1,1.0,[],0.8038305640220642,0.815485954284668,0.8096162676811218,0.8,0.9,0.95,0.7,0.0538535974919796,1,The provided knowledge graph does not contain evidence showing that the input for the LLM Chat port: user_prompt originated from a Generative Task.,"Question: Was the input to the LLM Chat input port: user_prompt in the execution http://testwebsite/testProgram#id_20260420105659_302 generated by a Generative Task?
Answer: The input to the LLM Chat input port: user_prompt in the execution http://testwebsite/testProgram#id_20260420105659_302 was not generated by a Generative Task Generative Task None",False,,0.0,
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,33,gt_32,True,"
Is the sparql query post processing function made by a Generative Task using AI?
","Yes, the SPARQL query post processing function generator, specifically identified as ChatBS-NexGen:Generative_Task-query_result_post_processor, is associated with or implemented as a Generative Task.",48.26868572097737,gt_32,"[""single"", ""bool""]",{},"
    The sparql query post processing function is made by a Generative Task.

    fnlbl | Generative Task used to generate function
Query Result Post-Processor@en^^<xsd:string> | http://testwebsite/testProgram#Generative_Task-query_result_post_processor
    ",0.5714285714285714,0.45714285714285713,0.5079365079365079,2,0,0.0,"[""Query Result Post-Processor@en^^<xsd:string>"", ""http://testwebsite/testProgram#Generative_Task-query_result_post_processor""]",0.8885712027549744,0.8479645252227783,0.867793083190918,0.9,0.95,0.98,0.8,0.14043809473514557,1,"Yes, the SPARQL query post processing function generator, specifically identified as ChatBS-NexGen:Generative_Task-query_result_post_processor, is associated with or implemented as a Generative Task.","Question: Is the sparql query post processing function made by a Generative Task using AI?
Answer: The sparql query post processing function is made by a Generative Task. fnlbl | Generative Task used to generate function Query Result Post-Processor@en^^<xsd:string> | http://testwebsite/testProgram#Generative_Task-query_result_post_processor",True,True,1.0,
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,34,gt_33,True,"
Is the system prompt template function made by a Generative Task using AI?
","Yes, according to the knowledge graph, the System Prompt Template function generator is classified as a Generative Task and its description states that it ""Generates the System Prompt Template using Large language models.""",50.23739406699315,gt_33,"[""single"", ""bool""]",{},"
    The system prompt template function is made by a Generative Task.

    fnlbl | Generative Task used to generate function
System Prompt Template Generator@en^^<xsd:string> | http://testwebsite/testProgram#Generative_Task-system_prompt_generator
    ",0.42424242424242425,0.42424242424242425,0.4242424242424243,2,0,0.0,"[""System Prompt Template Generator@en^^<xsd:string>"", ""http://testwebsite/testProgram#Generative_Task-system_prompt_generator""]",0.8689447045326233,0.8098374605178833,0.8383505344390869,0.9,0.95,0.98,0.8,0.16669251024723053,1,"Yes, according to the knowledge graph, the System Prompt Template function generator is classified as a Generative Task and its description states that it ""Generates the System Prompt Template using Large language models.""","Question: Is the system prompt template function made by a Generative Task using AI?
Answer: The system prompt template function is made by a Generative Task. fnlbl | Generative Task used to generate function System Prompt Template Generator@en^^<xsd:string> | http://testwebsite/testProgram#Generative_Task-system_prompt_generator",True,True,1.0,
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,35,gt_34,True,"
Is the information extraction function made by a Generative Task using AI?
","Yes, according to its description, the Information Extractor function generator is used for ""Generates the Information Extractor Function using Large language models"", which utilizes AI (Large Language Models).",35.81720226595644,gt_34,"[""single"", ""bool""]",{},"
    The information extraction function is made by a Generative Task.

    fnlbl | Generative Task used to generate function
Information Extractor@en^^<xsd:string> | http://testwebsite/testProgram#Generative_Task-information_extractor
    ",0.35714285714285715,0.3448275862068966,0.3508771929824561,2,0,0.0,"[""Information Extractor@en^^<xsd:string>"", ""http://testwebsite/testProgram#Generative_Task-information_extractor""]",0.8539322018623352,0.8006308078765869,0.8264229893684387,0.8,0.9,0.95,0.7,0.6788437962532043,1,"Yes, according to its description, the Information Extractor function generator is used for ""Generates the Information Extractor Function using Large language models"", which utilizes AI (Large Language Models).","Question: Is the information extraction function made by a Generative Task using AI?
Answer: The information extraction function is made by a Generative Task. fnlbl | Generative Task used to generate function Information Extractor@en^^<xsd:string> | http://testwebsite/testProgram#Generative_Task-information_extractor",True,True,1.0,
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,36,gt_35,True,"
Is the sparql query function function made by a Generative Task using AI?
",,46.4144279230386,gt_35,"[""single"", ""bool""]",{},"
    The sparql query function function is not made by a Generative Task.

    fnlbl | Generative Task used to generate function
SPARQL Query Builder@en^^<xsd:string> | None
    ",0.0,0.0,0.0,2,1,0.5,"[""None""]",,,,1.0,0.0,1.0,0.8,,0,,,False,,0.0,RobertaTokenizer has no attribute build_inputs_with_special_tokens
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,37,gt_36,True,"
Is the llm chat function function made by a Generative Task using AI?
",,81.7711443810258,gt_36,"[""single"", ""bool""]",{},"
    The llm chat function function is not made by a Generative Task.

    fnlbl | Generative Task used to generate function
LLM Chat@en^^<xsd:string> | None
    ",0.0,0.0,0.0,2,1,0.5,"[""None""]",,,,0.0,0.0,1.0,1.0,,0,,,False,,0.0,RobertaTokenizer has no attribute build_inputs_with_special_tokens
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,38,gt_37,True,"
Does any of the executions of the sparql query post processing function made has a Generative Task as a component within?
","Based on the executed SPARQL queries using the identified property 'sio:SIO_000369' (has component part) and the retrieved IRI for ""Generative Task"" (<http://testwebsite/workflow:Generative_Task>), no direct evidence was found in the knowledge graph indicating that any execution has a Generative Task as a component.",177.1633215979673,gt_37,"[""single"", ""bool""]",{},"
    Executions of the sparql query post processing function does not contain a Generative Task that utilize an LLM.

    Function | Execution | Generative Task used within execution
Query Result Post-Processor@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105727_835 | None
    ",0.22916666666666666,0.28205128205128205,0.2528735632183908,3,0,0.0,"[""Query Result Post-Processor@en^^<xsd:string>"", ""http://testwebsite/testProgram#id_20260420105727_835"", ""None""]",0.8415341973304749,0.8142575025558472,0.8276711702346802,0.8,0.9,0.95,0.7,0.8667454719543457,1,"Based on the executed SPARQL queries using the identified property 'sio:SIO_000369' (has component part) and the retrieved IRI for ""Generative Task"" (<http://testwebsite/workflow:Generative_Task>), no direct evidence was found in the knowledge graph indicating that any execution has a Generative Task as a component.","Question: Does any of the executions of the sparql query post processing function made has a Generative Task as a component within?
Answer: Executions of the sparql query post processing function does not contain a Generative Task that utilize an LLM. Function | Execution | Generative Task used within execution Query Result Post-Processor@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105727_835 | None",False,False,1.0,
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,39,gt_38,True,"
Does any of the executions of the system prompt template function made has a Generative Task as a component within?
",Yes,118.44848569796886,gt_38,"[""single"", ""bool""]",{},"
    Executions of the system prompt template function does not contain a Generative Task that utilize an LLM.

    Function | Execution | Generative Task used within execution
System Prompt Template Generator@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105652_650 | None
    ",0.0,0.0,0.0,3,0,0.0,"[""System Prompt Template Generator@en^^<xsd:string>"", ""http://testwebsite/testProgram#id_20260420105652_650"", ""None""]",0.8235688805580139,0.7322006225585938,0.7752017974853516,0.0,0.0,0.5,1.0,0.009380651637911797,1,Yes,"Question: Does any of the executions of the system prompt template function made has a Generative Task as a component within?
Answer: Executions of the system prompt template function does not contain a Generative Task that utilize an LLM. Function | Execution | Generative Task used within execution System Prompt Template Generator@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105652_650 | None",False,True,0.0,
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,40,gt_39,True,"
Does any of the executions of the information extraction function made has a Generative Task as a component within?
","Yes, according to the knowledge graph data, there are instances where an execution related to the information extraction function has a Generative Task as a component.",56.16805348300841,gt_39,"[""single"", ""bool""]",{},"
    Executions of the information extraction function contains a Generative Task that utilize an LLM.

    Function | Execution | Generative Task used within execution
Information Extractor@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105703_307 | http://testwebsite/testProgram#Generative_Task-id_20260420105703_307
    ",0.34615384615384615,0.225,0.27272727272727276,3,0,0.0,"[""Information Extractor@en^^<xsd:string>"", ""http://testwebsite/testProgram#id_20260420105703_307"", ""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307""]",0.876261830329895,0.780753493309021,0.8257551789283752,0.8,0.9,0.95,0.7,0.11516395211219788,1,"Yes, according to the knowledge graph data, there are instances where an execution related to the information extraction function has a Generative Task as a component.","Question: Does any of the executions of the information extraction function made has a Generative Task as a component within?
Answer: Executions of the information extraction function contains a Generative Task that utilize an LLM. Function | Execution | Generative Task used within execution Information Extractor@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105703_307 | http://testwebsite/testProgram#Generative_Task-id_20260420105703_307",True,True,1.0,
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,41,gt_40,True,"
Does any of the executions of the sparql query function function made has a Generative Task as a component within?
",No,147.35058647906408,gt_40,"[""single"", ""bool""]",{},"
    Executions of the sparql query function function does not contain a Generative Task that utilize an LLM.

    Function | Execution | Generative Task used within execution
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105705_598 | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105705_972 | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105710_61 | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105711_320 | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105711_662 | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105711_772 | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105717_370 | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105719_327 | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105722_117 | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105723_114 | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105727_300 | None
    ",0.0,0.0,0.0,13,0,0.0,"[""SPARQL Query Builder@en^^<xsd:string>"", ""http://testwebsite/testProgram#id_20260420105705_598"", ""None"", ""http://testwebsite/testProgram#id_20260420105705_972"", ""http://testwebsite/testProgram#id_20260420105710_61"", ""http://testwebsite/testProgram#id_20260420105711_320"", ""http://testwebsite/testProgram#id_20260420105711_662"", ""http://testwebsite/testProgram#id_20260420105711_772"", ""http://testwebsite/testProgram#id_20260420105717_370"", ""http://testwebsite/testProgram#id_20260420105719_327"", ""http://testwebsite/testProgram#id_20260420105722_117"", ""http://testwebsite/testProgram#id_20260420105723_114"", ""http://testwebsite/testProgram#id_20260420105727_300""]",0.7991389632225037,0.6336978673934937,0.7068672180175781,1.0,1.0,1.0,0.8,0.15487657487392426,1,No,"Question: Does any of the executions of the sparql query function function made has a Generative Task as a component within?
Answer: Executions of the sparql query function function does not contain a Generative Task that utilize an LLM. Function | Execution | Generative Task used within execution SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105705_598 | None SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105705_972 | None SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105710_61 | None SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105711_320 | None SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105711_662 | None SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105711_772 | None SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105717_370 | None SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105719_327 | None SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105722_117 | None SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105723_114 | None SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105727_300 | None",False,False,1.0,
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,42,gt_41,True,"
Does any of the executions of the llm chat function function made has a Generative Task as a component within?
","Yes, at least one execution related to the LLM chat function has a Generative Task as a component within it.",49.83109853998758,gt_41,"[""single"", ""bool""]",{},"
    Executions of the llm chat function function contains a Generative Task that utilize an LLM.

    Function | Execution | Generative Task used within execution
LLM Chat@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105659_302 | http://testwebsite/testProgram#Generative_Task-id_20260420105659_302
    ",0.45,0.21951219512195122,0.29508196721311475,3,1,0.3333333333333333,"[""LLM Chat@en^^<xsd:string>"", ""http://testwebsite/testProgram#Generative_Task-id_20260420105659_302""]",0.8983608484268188,0.7885608673095703,0.8398874998092651,0.8,0.9,0.95,0.7,0.7999154925346375,1,"Yes, at least one execution related to the LLM chat function has a Generative Task as a component within it.","Question: Does any of the executions of the llm chat function function made has a Generative Task as a component within?
Answer: Executions of the llm chat function function contains a Generative Task that utilize an LLM. Function | Execution | Generative Task used within execution LLM Chat@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105659_302 | http://testwebsite/testProgram#Generative_Task-id_20260420105659_302",True,True,1.0,
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,43,gt_42,True,"
Does any of the executions of the sparql query post processing function made has a Generative Task within as a component and also sparql query post processing 
function itself is generated by a Generative Task?
",,7.5511897129472345,gt_42,"[""single"", ""bool""]",{},"
    1. Executions of the sparql query post processing function does not contain a Generative Task that utilize an LLM.
    2. The sparql query post processing function is generated by a Generative Task.

    Function | Execution | Generative Task used within execution | Generative Task used to generate function
Query Result Post-Processor@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105727_835 | None | http://testwebsite/testProgram#Generative_Task-query_result_post_processor
    ",0.0,0.0,0.0,4,3,0.75,"[""http://testwebsite/testProgram#Generative_Task-query_result_post_processor""]",,,,0.8,0.9,0.7,0.6,,0,,,False,,0.0,RobertaTokenizer has no attribute build_inputs_with_special_tokens
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,44,gt_43,True,"
Does any of the executions of the system prompt template function made has a Generative Task within as a component and also system prompt template 
function itself is generated by a Generative Task?
","Yes, the entity with the URI <http://testwebsite/testProgram#ChatBS-NexGen:Generative_Task-system_prompt_generator> represents a system prompt template function that both has a Generative Task as a component and is itself generated by a Generative Task. This conclusion is based on the direct naming convention found in the knowledge graph search results which explicitly links these three concepts together within this single entity identifier.",245.83130987395998,gt_43,"[""single"", ""bool""]",{},"
    1. Executions of the system prompt template function does not contain a Generative Task that utilize an LLM.
    2. The system prompt template function is generated by a Generative Task.

    Function | Execution | Generative Task used within execution | Generative Task used to generate function
System Prompt Template Generator@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105652_650 | None | http://testwebsite/testProgram#Generative_Task-system_prompt_generator
    ",0.373134328358209,0.38461538461538464,0.3787878787878788,4,1,0.25,"[""System Prompt Template Generator@en^^<xsd:string>"", ""http://testwebsite/testProgram#id_20260420105652_650"", ""None""]",0.8580743670463562,0.847634494304657,0.852822482585907,0.5,0.0,0.8,0.7,0.015163793228566647,1,"Yes, the entity with the URI <http://testwebsite/testProgram#ChatBS-NexGen:Generative_Task-system_prompt_generator> represents a system prompt template function that both has a Generative Task as a component and is itself generated by a Generative Task. This conclusion is based on the direct naming convention found in the knowledge graph search results which explicitly links these three concepts together within this single entity identifier.","Question: Does any of the executions of the system prompt template function made has a Generative Task within as a component and also system prompt template 
function itself is generated by a Generative Task?
Answer: 1. Executions of the system prompt template function does not contain a Generative Task that utilize an LLM. 2. The system prompt template function is generated by a Generative Task. Function | Execution | Generative Task used within execution | Generative Task used to generate function System Prompt Template Generator@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105652_650 | None | http://testwebsite/testProgram#Generative_Task-system_prompt_generator",False,True,0.0,
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,45,gt_44,True,"
Does any of the executions of the information extraction function made has a Generative Task within as a component and also information extraction 
function itself is generated by a Generative Task?
",,91.67795339191798,gt_44,"[""single"", ""bool""]",{},"
    1. Executions of the information extraction function contains a Generative Task that utilize an LLM.
    2. The information extraction function is generated by a Generative Task.

    Function | Execution | Generative Task used within execution | Generative Task used to generate function
Information Extractor@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105703_307 | http://testwebsite/testProgram#Generative_Task-id_20260420105703_307 | http://testwebsite/testProgram#Generative_Task-information_extractor
    ",0.0,0.0,0.0,4,0,0.0,"[""Information Extractor@en^^<xsd:string>"", ""http://testwebsite/testProgram#id_20260420105703_307"", ""http://testwebsite/testProgram#Generative_Task-id_20260420105703_307"", ""http://testwebsite/testProgram#Generative_Task-information_extractor""]",,,,0.8,0.7,0.9,0.6,,0,,,True,,0.0,RobertaTokenizer has no attribute build_inputs_with_special_tokens
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,46,gt_45,True,"
Does any of the executions of the sparql query function function made has a Generative Task within as a component and also sparql query function 
function itself is generated by a Generative Task?
",,7.517252970021218,gt_45,"[""single"", ""bool""]",{},"
    1. Executions of the sparql query function function does not contain a Generative Task that utilize an LLM.
    2. The sparql query function function is not generated by a Generative Task.

    Function | Execution | Generative Task used within execution | Generative Task used to generate function
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105705_598 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105705_972 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105710_61 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105711_320 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105711_662 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105711_772 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105717_370 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105719_327 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105722_117 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105723_114 | None | None
SPARQL Query Builder@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105727_300 | None | None
    ",0.0,0.0,0.0,13,13,1.0,[],,,,1.0,1.0,1.0,0.8,,0,,,False,,0.0,RobertaTokenizer has no attribute build_inputs_with_special_tokens
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,47,gt_46,True,"
Does any of the executions of the llm chat function function made has a Generative Task within as a component and also llm chat function 
function itself is generated by a Generative Task?
","No, according to the SPARQL queries executed against the 'chatbs' knowledge graph, the entity associated with the llm chat function (ChatBS-NexGen:llm_chat) is not shown to have any component that is of type Generative Task, nor is it indicated that the function itself was generated by a Generative Task.",156.29629023105372,gt_46,"[""single"", ""bool""]",{},"
    1. Executions of the llm chat function function contains a Generative Task that utilize an LLM.
    2. The llm chat function function is not generated by a Generative Task.

    Function | Execution | Generative Task used within execution | Generative Task used to generate function
LLM Chat@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105659_302 | http://testwebsite/testProgram#Generative_Task-id_20260420105659_302 | None
    ",0.39215686274509803,0.3225806451612903,0.35398230088495575,4,0,0.0,"[""LLM Chat@en^^<xsd:string>"", ""http://testwebsite/testProgram#id_20260420105659_302"", ""http://testwebsite/testProgram#Generative_Task-id_20260420105659_302"", ""None""]",0.8531436920166016,0.8093917369842529,0.8306919932365417,0.5,0.0,1.0,0.8,0.48463642597198486,1,"No, according to the SPARQL queries executed against the 'chatbs' knowledge graph, the entity associated with the llm chat function (ChatBS-NexGen:llm_chat) is not shown to have any component that is of type Generative Task, nor is it indicated that the function itself was generated by a Generative Task.","Question: Does any of the executions of the llm chat function function made has a Generative Task within as a component and also llm chat function 
function itself is generated by a Generative Task?
Answer: 1. Executions of the llm chat function function contains a Generative Task that utilize an LLM. 2. The llm chat function function is not generated by a Generative Task. Function | Execution | Generative Task used within execution | Generative Task used to generate function LLM Chat@en^^<xsd:string> | http://testwebsite/testProgram#id_20260420105659_302 | http://testwebsite/testProgram#Generative_Task-id_20260420105659_302 | None",False,False,1.0,
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,66,gt_65,True,"
Was the input to the Post-processing input port: kg_knowledge in the execution http://testwebsite/testProgram#id_20260420105727_835 generated by a Generative Task?
",,503.27960824407637,gt_65,"[""single"", ""bool""]",{},"
    The input to the Post-processing input port: kg_knowledge in the execution http://testwebsite/testProgram#id_20260420105727_835 was not generated by a 
    Generative Task

    Generative Task
None
    ",0.0,0.0,0.0,1,0,0.0,"[""None""]",,,,1.0,1.0,1.0,0.8,,0,,,False,,0.0,RobertaTokenizer has no attribute build_inputs_with_special_tokens
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,67,gt_66,True,"
Was the input to the Input port for foodPreferences in the execution http://testwebsite/testProgram#id_20260420105652_650 generated by a Generative Task?
",No,69.1785583209712,gt_66,"[""single"", ""bool""]",{},"
    The input to the Input port for foodPreferences in the execution http://testwebsite/testProgram#id_20260420105652_650 was not generated by a 
    Generative Task

    Generative Task
None
    ",0.0,0.0,0.0,1,0,0.0,"[""None""]",0.8571212887763977,0.7293177247047424,0.7880715727806091,0.8,1.0,1.0,0.9,0.033343635499477386,1,No,"Question: Was the input to the Input port for foodPreferences in the execution http://testwebsite/testProgram#id_20260420105652_650 generated by a Generative Task?
Answer: The input to the Input port for foodPreferences in the execution http://testwebsite/testProgram#id_20260420105652_650 was not generated by a Generative Task Generative Task None",False,False,1.0,
